id,name,legacy_id,email,phone,url,fax,industry,accountType,contacts,contact,territory,tags,address_1,address_2,address_3,city,state,postalCode,country,Population,"Project Lead Assigned",Competitor(s)
29989-accounts,"Town of Bedford, NY",,,,http://www.bedfordny.gov/,,Municipality,"New Customer",69329-contacts,"Kevin Winn",,,,,,Bedford,NY,10507,US,"17,335",,
29993-accounts,"Town of Beekman, NY",,,,http://www.townofbeekman.com/,,Municipality,"New Customer",69333-contacts,"Tony Coviello",,,,,,Beekman,NY,12570,US,"14,621",,
29997-accounts,"Town of Bethlehem, NY",,,,http://www.townofbethlehem.org/,,Municipality,"New Customer","69337-contacts, 69341-contacts, 75197-contacts","Paul Penman",,,,,,Bethlehem,NY,12054,US,"33,656",,
30001-accounts,"Town of Blooming Grove, NY",,,,http://www.townofbloominggroveny.com/,,Municipality,"New Customer",69345-contacts,"John Dolson",,,,,,"Blooming Grove",NY,10914,US,"18,028",,
30005-accounts,"Town of Boston, NY",,,,http://www.townofboston.com/,,Municipality,"New Customer",69349-contacts,"Bob Telaak",,,,,,Boston,NY,14025,US,"8,023",,
30009-accounts,"Town of Broadalbin, NY",,,,http://www.townofbroadalbin.org/index.htm,,Municipality,"New Customer",69353-contacts,"Lance Winney",,,,,,Broadalbin,NY,12025,US,"5,260",,
30013-accounts,"Town of Brookhaven, NY",,,,http://www.brookhaven.org/,,Municipality,"New Customer","69357-contacts, 89369-contacts","Dan Losquadro",,,,,,Brookhaven,NY,11727,US,"486,040",,
30017-accounts,"Town of Brunswick, NY",,,,http://www.townofbrunswick.org/,,Municipality,"New Customer",69361-contacts,"Doug Eddy",,,,,,Brunswick,NY,12180,US,"11,941",,
30021-accounts,"Town of Busti, NY",,,,http://www.townofbusti.com/,,Municipality,"New Customer",69365-contacts,"Melvin Peterson",,,,,,Busti,NY,14701,US,"7,351",,
30025-accounts,"Town of Cairo, NY",,,,http://www.townofcairo.com/Pages/index,,Municipality,"New Customer","69369-contacts, 69373-contacts","Bob Hempstead",,,,,,Cairo,NY,12413,US,"6,670",,
30029-accounts,"Town of Cambria, NY",,,,http://www.townofcambria.com/,,Municipality,"New Customer",69377-contacts,"John MacSwan",,,,,,Cambria,NY,14132,US,"5,839",,
30033-accounts,"Town of Camillus, NY",,,,http://www.townofcamillus.com/,,Municipality,"New Customer",69381-contacts,"Paul Legnetto",,,,,,Camillus,NY,13031,US,"24,167",,
30037-accounts,"Town of Candor, NY",,,,http://townofcandor.org/content/,,Municipality,"New Customer",69385-contacts,"Kevin Noble",,,,,,Candor,NY,13743,US,"5,305",,
30041-accounts,"Town of Carmel, NY",,,,http://www.ci.carmel.ny.us/,,Municipality,"New Customer",69389-contacts,"Mike Simone",,,,,,Carmel,NY,10541,US,"34,305",,
30045-accounts,"Town of Catskill, NY",,,,http://www.townofcatskillny.gov/Public_Documents/index,,Municipality,"New Customer",69393-contacts,"Pat McCulloch",,,,,,Catskill,NY,12414,US,"11,775",,
30049-accounts,"Village of Cazenovia, NY",,,,http://villageofcazenovia.com/,,Municipality,"New Customer","69397-contacts, 69401-contacts","Bill Carr",,,,,,Cazenovia,NY,13035,US,"7,086",,
30053-accounts,"Town of Champlain, NY",,,,http://www.townofchamplain.com/,,Municipality,"New Customer",69405-contacts,"Allen Racine",,,,,,Champlain,NY,12919,US,"5,754",,
30057-accounts,"Town of Chenango, NY",,,,http://townofchenango.com/,,Municipality,"New Customer","69409-contacts, 69413-contacts, 69417-contacts, 84477-contacts","Mike Kwartler",,,,,,Chenango,NY,13901,US,"11,252",,
30061-accounts,"Town of Chester, NY",,,,http://www.chester-ny.gov/,,Municipality,"New Customer",69421-contacts,"Anthony LaSpina",,,,,,Chester,NY,10318,US,"11,981",,
30065-accounts,"Town of Chili, NY",,,,http://www.townofchili.org/,,Municipality,"New Customer","69425-contacts, 75941-contacts","Dave Lindsay",,,,,,Chili,NY,14624,US,"28,625",,iWorQ
30069-accounts,"Town of Cicero, NY",,,,http://ciceronewyork.net/,,Municipality,"New Customer",69429-contacts,"Chris Woznica",,,,,,Cicero,NY,13039,US,"31,632",,
30073-accounts,"Town of Clarence, NY",,,,http://www2.erie.gov/clarence/,,Municipality,"New Customer",69433-contacts,"James Dussing",,,,,,Clarence,NY,14031,US,"30,673",,
30077-accounts,"Town of Clarkson, NY",,,,http://www.clarksonny.org/,,Municipality,"New Customer",69437-contacts,"Bob Viscardi",,,,,,Clarkson,NY,14430,US,"6,736",,
30081-accounts,"Town of Clarkstown, NY",,,,http://www.town.clarkstown.ny.us/,,Municipality,"New Customer",69441-contacts,"Wayne Ballard",,,,,,Clarkstown,NY,10956,US,"84,187",,
30085-accounts,"Town of Claverack, NY",,,,http://www.townofclaverack.com/,,Municipality,"New Customer",69445-contacts,"Louis Lamont",,,,,,Claverack,NY,12544,US,"6,021",,
30089-accounts,"Town of Clay, NY",,,,http://www.townofclay.org/,,Municipality,"New Customer",69449-contacts,"Tom Weaver",,,,,,Clay,NY,13041,US,"58,206",,
30093-accounts,"Town of Clayton, NY",,,,http://townofclayton.com/,,Municipality,"New Customer",69453-contacts,"Bob Boulton",,,,,,Clayton,NY,13624,US,"5,153",,
30097-accounts,"Town of Clifton Park, NY",,,,http://www.cliftonpark.org/,,Municipality,"New Customer",69457-contacts,"Rick Kukuk",,,,,,"Clifton Park",NY,12065,US,"36,705",,
30101-accounts,"Town of Cobleskill, NY",,,,http://www.schohariecounty-ny.gov/CountyWebSite/towncob/,,Municipality,"New Customer",69461-contacts,"Mike Persons",,,,,,Cobleskill,NY,12043,US,"6,625",,
30105-accounts,"Town of Coeymans, NY",,,,http://www.coeymans.org/,,Municipality,"New Customer",69465-contacts,"John Kerr",,,,,,Coeymans,NY,12143,US,"7,418",,
30109-accounts,"Town of Colesville, NY",,,,http://townofcolesville.org/content,,Municipality,"New Customer",69469-contacts,"Jim Bulger",,,,,,Colesville,NY,13787,US,"5,232",,
30113-accounts,"Town of Collins, NY",,,,http://www.townofcollins.com/,,Municipality,"New Customer","69473-contacts, 69477-contacts","Dennis Jensen",,,,,,Collins,NY,14034,US,"6,601",,
30117-accounts,"Town of Concord, NY",,,,http://www.townofconcordny.com/,,Municipality,"New Customer",69481-contacts,"Dennis Dains",,,,,,Concord,NY,14141,US,"8,494",,
30121-accounts,"Town of Conklin, NY",,,,http://www.townofconklin.org/,,Municipality,"New Customer","69485-contacts, 69489-contacts","Brian Coddington",,,,,,Conklin,NY,13478,US,"5,441",,
30125-accounts,"Town of Constantia, NY",,,,http://townconstantia.org/,,Municipality,"New Customer",69493-contacts,"Wayne Woolridge",,,,,,Constantia,NY,13044,US,"4,973",,
30129-accounts,"Town of Corinth, NY",,,,http://townofcorinthny.org/,,Municipality,"New Customer",69497-contacts,"Shawn Eggleston",,,,,,Corinth,NY,12822,US,"6,531",,
30133-accounts,"Town of Cornwall, NY",,,,http://www.cornwallny.com/,,Municipality,"New Customer",69501-contacts,"Eugene Conley",,,,,,Cornwall,NY,12518,US,"12,646",,
30137-accounts,"Town of Cortlandt",,,,http://www.townofcortlandt.com/,,Municipality,"New Customer","69505-contacts, 69509-contacts","Jeff Coleman",,,,,,Cortlandt,NY,10596,US,"41,592",,
30141-accounts,"Town of Cortlandville",,,,http://www.cortland-co.org/towns/Cortlandville.htm,,Municipality,"New Customer",69513-contacts,"Carl Bush",,,,,,Cortlandville,NY,13045,US,"8,509",,
30145-accounts,"Town of Coxsackie",,,,http://coxsackie.org/,,Municipality,"New Customer",69517-contacts,"Mike Tighe",,,,,,Coxsackie,NY,12051,US,"8,918",,
30149-accounts,"Town of Crawford, NY",,,,http://www.townofcrawford.org/TownDepartments/BuildingDepartment.aspx,,Municipality,"New Customer","69521-contacts, 69525-contacts","Larry Marshall",,,,,,Crawford,NY,12566,US,"9,316",,
30153-accounts,"Town of Deerpark, NY",,,,http://townofdeerpark.org/,,Municipality,"New Customer",69529-contacts,"Ed Hughson",,,,,,Deerpark,NY,11729,US,"7,901",,
30157-accounts,"Town of Delhi, NY",,,,http://www.townofdelhiny.com/,,Municipality,"New Customer",69533-contacts,"Daren Evans",,,,,,Delhi,NY,13753,US,"5,117",,
30161-accounts,"Town of DeWitt, NY",,,,http://www.townofdewitt.com/,,Municipality,"New Customer","69537-contacts, 69541-contacts","Rocco Conte",,,,,,DeWitt,NY,13057,US,"25,838",,
30165-accounts,"Town of Dickinson, NY",,,,http://www.townofdickinson.com/,,Municipality,"New Customer",69545-contacts,"Joel Kie",,,,,,Dickinson,NY,13905,US,"5,278",,
30169-accounts,"Town of Dover, NY",,,,http://townofdoverny.us/,,Municipality,"New Customer",69549-contacts,"Janne Graham",,,,,,Dover,NY,12522,US,"8,699",,
30173-accounts,"Town of Dryden, NY",,,,http://dryden.ny.us/,,Municipality,"New Customer",69553-contacts,"Rick Young",,,,,,Dryden,NY,13053,US,"14,435",,
30177-accounts,"Town of Duanesburg, NY",,,,http://www.duanesburg.net/,,Municipality,"New Customer","69557-contacts, 69561-contacts","Gary Courtright",,,,,,Duanesburg,NY,12056,US,"6,122",,
30181-accounts,"Town of East Fishkill, NY",,,,http://www.eastfishkillny.org/,,Municipality,"New Customer",69565-contacts,"Dennis Miller",,,,,,"East Fishkill",NY,12533,US,"29,029",,
30185-accounts,"Town of East Greenbush, NY",,,,http://eastgreenbush.org/,,Municipality,"New Customer",69569-contacts,"Anthony Corellis",,,,,,"East Greenbush",NY,12144,US,"16,473",,
30189-accounts,"Town of East Hampton, NY",,,,http://www.ehamptonny.gov/,,Municipality,"New Customer",69573-contacts,"Steve Lynch",,,,,,"East Hampton",NY,11937,US,"21,457",,
30193-accounts,"Town of Eaton, NY",,,,http://www.townofeaton.com/,,Municipality,"New Customer",69577-contacts,"Larry Phillips",,,,,,Eaton,NY,13408,US,"5,255",,
30197-accounts,"Town of Eden, NY",,,,http://www.edenny.org/,,Municipality,"New Customer",69581-contacts,"Ron Maggs",,,,,,Eden,NY,14057,US,"7,688",,
30201-accounts,"Town of Elbridge, NY",,,,http://www.townofelbridge.com/,,Municipality,"New Customer",69585-contacts,"Jim White",,,,,,Elbridge,NY,13080,US,"5,922",,
30205-accounts,"Town of Ellicott, NY",,,,http://www.townofellicott.com/,,Municipality,"New Customer",69589-contacts,"Bob Pickett",,,,,,Ellicott,NY,14733,US,"8,714",,
30209-accounts,"Town of Elma, NY",,,,http://www.elmanewyork.com/,,Municipality,"New Customer",69593-contacts,"Wayne Clark",,,,,,Elma,NY,14059,US,"11,317",,
30213-accounts,"Town of Erwin, NY",,,,http://www.erwinny.org/,,Municipality,"New Customer",69601-contacts,"Dan Rose",,,,,,Erwin,NY,14870,US,"8,037",,
30217-accounts,"Town of Esopus, NY",,,,http://www.esopus.com/,,Municipality,"New Customer",69605-contacts,"Mike Cafaldo",,,,,,Esopus,NY,12487,US,"9,041",,
30221-accounts,"Town of Evans, NY",,,,http://www.townofevans.org/,,Municipality,"New Customer",69609-contacts,"Ed Michalski",,,,,,Evans,NY,14112,US,"16,356",,
30225-accounts,"Town of Fallsburg, NY",,,,http://www.townoffallsburg.com/,,Municipality,"New Customer","69613-contacts, 69617-contacts","Will Illing",,,,,,Fallsburg,NY,12779,US,"12,870",,
30229-accounts,"Town of Farmington, NY",,,,http://www.townoffarmingtonny.com/,,Municipality,"New Customer",69621-contacts,"Ed McLaughlin",,,,,,Farmington,NY,14425,US,"11,825",,
30233-accounts,"Town of Fenton, NY",,,,http://www.townoffenton.com/,,Municipality,"New Customer",69625-contacts,"Frank Root",,,,,,Fenton,NY,13833,US,"6,674",,
30237-accounts,"Town of Fishkill, NY",,,,http://www.fishkill-ny.gov/,,Municipality,"New Customer",69629-contacts,"Glenn Scofield",,,,,,Fishkill,NY,12524,US,"22,107",,
30241-accounts,"Town of Fort Ann, NY",,,,http://www.fortannfornow.com/test3.html,,Municipality,"New Customer",69633-contacts,"Paul Winchell",,,,,,"Fort Ann",NY,12827,US,"6,190",,
30245-accounts,"Town of Fort Edward, NY",,,,http://fortedward.net/,,Municipality,"New Customer",69637-contacts,"Brian Brockway",,,,,,"Fort Edward",NY,12828,US,"6,371",,
30249-accounts,"Town of Frankfort, NY",,,,http://www.townoffrankfort.com/,,Municipality,"New Customer",69641-contacts,"Ron Testa",,,,,,Frankfort,NY,13340,US,"7,636",,
30253-accounts,"Town of Gardiner, NY",,,,http://www.townofgardiner.org/index.cfm,,Municipality,"New Customer",69645-contacts,"Brian Stiscia",,,,,,Gardiner,NY,12525,US,"5,713",,
30257-accounts,"Town of Gates, NY",,,,http://www.townofgates.org/,,Municipality,"New Customer",69649-contacts,"Joe Amico",,,,,,Gates,NY,14624,US,"28,400",,
30261-accounts,"Town of Geddes, NY",,,,http://townofgeddes.com/,,Municipality,"New Customer",69653-contacts,"Ron Chester",,,,,,Geddes,NY,13209,US,"17,118",,
30265-accounts,"Town of German Flatts, NY",,,,,,Municipality,"New Customer",69657-contacts,"Andy Dutcher",,,,,,"German Flatts",NY,13407,US,"13,258",,
30269-accounts,"Town of Ghent, NY",,,,http://www.townofghent.org/,,Municipality,"New Customer",69661-contacts,"Ben Perry",,,,,,Ghent,NY,12075,US,"5,402",,
30273-accounts,"Town of Glenville, NY",,,,http://www.townofglenville.org/Public_Documents/index,,Municipality,"New Customer",69665-contacts,"Tom Coppola",,,,,,Glenville,NY,12302,US,"29,480",,
30277-accounts,"Town of Gouverneur",,,,http://www.gouverneurny.com/,,Municipality,"New Customer",69669-contacts,"Ed Cardinell",,,,,,Gouverneur,NY,13642,US,"7,085",,
30281-accounts,"Town of Granby, NY",,,,http://towngranby.org/content,,Municipality,"New Customer",69673-contacts,"Robert Phillips",,,,,,Granby,NY,13069,US,"6,821",,
30285-accounts,"Town of Granville, NY",,,,http://www.townofgranvilleny.com/,,Municipality,"New Customer",69677-contacts,"Eric Towne",,,,,,Granville,NY,12832,US,"6,669",,
30289-accounts,"Town of Greenburgh, NY",,,,http://www.greenburghny.com/,,Municipality,"New Customer",69681-contacts,"Victor Carosi",,,,,,Greenburgh,NY,10607,US,"88,400",,
30293-accounts,"Town of Greene, NY",,,,http://www.nygreene.com/,,Municipality,"New Customer","69685-contacts, 69689-contacts","Nick Drew",,,,,,Greene,NY,13778,US,"5,604",,
30297-accounts,"Town of Greenfield, NY",,,,http://greenfieldny.org/,,Municipality,"New Customer",35449-contacts,"Keith Manz",,,,,,Greenfield,NY,12833,US,"7,775",,
30301-accounts,"Town of Greenwich, NY",,,,http://www.greenwichny.org/,,Municipality,"New Customer",69693-contacts,"Stan Mattison",,,,,,Greenwich,NY,12834,US,"4,942",,
30305-accounts,"Town of Groton, NY",,,,http://www.townofgrotonny.org/,,Municipality,"New Customer",69697-contacts,"Richard Case",,,,,,Groton,NY,13073,US,"5,950",,
30309-accounts,"Town of Guilderland, NY",,,,http://www.townofguilderland.org/Pages/index,,Municipality,"New Customer","69701-contacts, 69705-contacts","Steve Oliver",,,,,,Guilderland,NY,12085,US,"35,303",,
30313-accounts,"Town of Halfmoon, NY",,,,http://www.townofhalfmoon-ny.gov/,,Municipality,"New Customer","69709-contacts, 69713-contacts","John Pingelski",,,,,,Halfmoon,NY,12065,US,"21,535",,
30317-accounts,"Town of Hamilton, NY",,,,http://www.townofhamiltonny.org/,,Municipality,"New Customer",69717-contacts,"Bert Glazier",,,,,,Hamilton,NY,13346,US,"6,690",,
30321-accounts,"Town of Hamptonburgh, NY",,,,http://townofhamptonburgh.org/content,,Municipality,"New Customer",69721-contacts,"James Cawein",,,,,,Hamptonburgh,NY,10916,US,"5,561",,
30325-accounts,"Town of Hanover, NY",,,,http://townofhanover.org/content,,Municipality,"New Customer",69725-contacts,"Steve D'Angelo",,,,,,Hanover,NY,14136,US,"7,127",,
30329-accounts,"Town of Harritestown, NY",,,,http://www.harrietstown.org/,,Municipality,"New Customer",69729-contacts,"Craig Donaldson",,,,,,Harrietstown,NY,12983,US,"5,709",,
30333-accounts,"Town of Hector, NY",,,,http://home.htva.net/~townofhector/HTHall.html,,Municipality,"New Customer",69733-contacts,"Randy Rappleye",,,,,,Hector,NY,14818,US,"4,940",,
30337-accounts,"Town of Henrietta, NY",,,,http://www.henrietta.org/,,Municipality,"New Customer",69737-contacts,"Chuck Marshall",,,,,,Henrietta,NY,14467,US,"42,581",,
30341-accounts,"Town of Highlands, NY",,,,http://www.highlands-ny.gov/,,Municipality,"New Customer",69741-contacts,"Pat Patterson",,,,,,Highlands,NY,10928,US,"12,492",,
30345-accounts,"Town of Homer, NY",,,,http://www.townofhomer.org/,,Municipality,"New Customer",69745-contacts,"John Phelps",,,,,,Homer,NY,13077,US,"6,405",,
30349-accounts,"Town of Hoosick, NY",,,,http://www.townofhoosick.org/,,Municipality,"New Customer",69749-contacts,"Lou Schmigel",,,,,,Hoosick,NY,12090,US,"6,924",,
30353-accounts,"Town of Hurley, NY",,,,http://townofhurley.org/content,,Municipality,"New Customer",69753-contacts,"Clyde Russell",,,,,,Hurley,NY,12443,US,"6,314",,
30357-accounts,"Town of Hyde Park, NY",,,,http://www.hydeparkny.us/,,Municipality,"New Customer",69757-contacts,"Walt Doyle",,,,,,"Hyde Park",NY,12538,US,"21,571",,
30361-accounts,"Town of Irondequoit, NY",,,,http://www.irondequoit.org/,,Municipality,"New Customer",69761-contacts,"Pat Meredith",,,,,,Irondequoit,NY,14617,US,"51,692",,
30365-accounts,"Town of Kent, NY",,,,http://www.townofkentny.com/,,Municipality,"New Customer",69765-contacts,"Richie Othmer",,,,,,Kent,NY,10512,US,"13,507",,
30369-accounts,"Town of Kinderhook, NY",,,,http://www.kinderhook-ny.gov/public_documents/index,,Municipality,"New Customer",69769-contacts,"John Ruchel",,,,,,Kinderhook,NY,12184,US,"8,498",,
30373-accounts,"Town of Kingsbury, NY",,,,http://www.kingsburyny.gov/,,Municipality,"New Customer",69773-contacts,"Mike Graham",,,,,,Kingsbury,NY,12839,US,"12,671",,
30377-accounts,"Town of Kirkland, NY",,,,http://townofkirkland.org/content,,Municipality,"New Customer",69777-contacts,"Jon Scott",,,,,,Kirkland,NY,13323,US,"10,315",,
30381-accounts,"Town of Kirkwood, NY",,,,http://www.townofkirkwood.org/,,Municipality,"New Customer",69781-contacts,"Ray Coolbaugh",,,,,,Kirkwood,NY,13795,US,"5,857",,
30385-accounts,"Town of Lafayette, NY",,,,http://www.townoflafayette.com/,,Municipality,"New Customer",69785-contacts,"John Greeley",,,,,,LaFayette,NY,13084,US,"4,952",,
30389-accounts,"Town of LaGrange, NY",,,,http://www.lagrangeny.org/,,Municipality,"New Customer","69789-contacts, 69793-contacts","Wanda Livigni",,,,,,LaGrange,NY,12540,US,"15,730",,
30393-accounts,"Town of Lansing, NY",,,,http://www.lansingtown.com/,,Municipality,"New Customer",69797-contacts,"Jack French",,,,,,Lansing,NY,14882,US,"11,033",,
30397-accounts,"Town of Le Ray, NY",,,,http://www.townofleray.org/,,Municipality,"New Customer",69801-contacts,"Bruce Shawcross",,,,,,"Le Ray",NY,13637,US,"21,782",,
30401-accounts,"Town of Le Roy, NY",,,,http://www.leroyny.org/,,Municipality,"New Customer",69805-contacts,"John Arneth",,,,,,"Le Roy",NY,14482,US,"7,641",,
30405-accounts,"Town of Lee, NY",,,,http://townofleeny.org/content,,Municipality,"New Customer",89909-contacts,"Bill Baker",,,,,,Lee,NY,13363,US,"6,486",,
30409-accounts,"Town of Lenox, NY",,,,http://lenoxny.com/,,Municipality,"New Customer",69809-contacts,"Tony Cesario",,,,,,Lenox,NY,10131,US,"9,122",,
30413-accounts,"Town of Lewisboro, NY",,,,http://www.lewisborogov.com/,,Municipality,"New Customer",69813-contacts,"Peter Ripperger",,,,,,Lewisboro,NY,10590,US,"12,411",,
30417-accounts,"Town of Lewiston, NY",,,,http://www.townoflewiston.us/,,Municipality,"New Customer",69817-contacts,"Doug Janese",,,,,,Lewiston,NY,14092,US,"16,262",,
30421-accounts,"Town of Liberty, NY",,,,http://www.townofliberty.org/,,Municipality,"New Customer",69821-contacts,"Peter Parks",,,,,,Liberty,NY,12754,US,"9,885",,
30425-accounts,"Town of Livonia, NY",,,,http://www.livoniany.org/,,Municipality,"New Customer",69825-contacts,"Dave Coty",,,,,,Livonia,NY,14487,US,"7,809",,
30429-accounts,"Town of Lloyd, NY",,,,http://www.townoflloyd.com/Pages/index,,Municipality,"New Customer",69829-contacts,"Rich Klotz",,,,,,Lloyd,NY,12528,US,"10,863",,
30433-accounts,"Town of Lyons, NY",,,,http://www.lyonsny.com/thetown/,,Municipality,"New Customer",69833-contacts,"Kevin Rooney",,,,,,Lyons,NY,14489,US,"5,682",,
30437-accounts,"Town of Lysander, NY",,,,http://www.townoflysander.org/,,Municipality,"New Customer",69837-contacts,"Gene Dinsmore",,,,,,Lysander,NY,13027,US,"21,759",,
30441-accounts,"Town of Macedon, NY",,,,http://www.macedontown.net/s2/,,Municipality,"New Customer",69841-contacts,"Dick Roets",,,,,,Macedon,NY,14502,US,"9,148",,
30445-accounts,"Town of Maine, NY",,,,http://townofmaine.org/content,,Municipality,"New Customer",69845-contacts,"Joe Dohnalek",,,,,,Maine,NY,13802,US,"5,377",,
30449-accounts,"Town of Malta, NY",,,,http://www.malta-town.org/,,Municipality,"New Customer",69849-contacts,"Roger Crandall",,,,,,Malta,NY,12020,US,"14,765",,
30453-accounts,"Town of Mamakating, NY",,,,http://www.mamakating.org/,,Municipality,"New Customer",69853-contacts,"Riley Platt",,,,,,Mamakating,NY,12790,US,"12,085",,
30457-accounts,"Town of Manchester, NY",,,,http://manchesterny.org/,,Municipality,"New Customer",69857-contacts,"Wayne Holtz",,,,,,Manchester,NY,14432,US,"9,395",,
30461-accounts,"Town of Marbletown, NY",,,,http://www.marbletown.net/,,Municipality,"New Customer",69861-contacts,"George Dimler",,,,,,Marbletown,NY,12484,US,"5,607",,
30465-accounts,"Town of Marcellus, NY",,,,http://www.marcellusny.com/,,Municipality,"New Customer",69865-contacts,"Don MacLachlan",,,,,,Marcellus,NY,13108,US,"6,210",,
30469-accounts,"Town of Marcy, NY",,,,http://townofmarcy.org/content,,Municipality,"New Customer",69869-contacts,"Vito Sciortino",,,,,,Marcy,NY,13403,US,"8,982",,
30473-accounts,"Town of Marilla, NY",,,,http://townofmarilla.com/,,Municipality,"New Customer",69873-contacts,"Ron Unverdorben",,,,,,Marilla,NY,14102,US,"5,327",,
30477-accounts,"Town of Marlborough, NY",,,,http://www.townofmarlboroughny.org/,,Municipality,"New Customer",69877-contacts,"Gael Appler",,,,,,Marlborough,NY,12547,US,"8,808",,
30481-accounts,"Town of Mayfield, NY",,,,http://mayfieldny.org/content,,Municipality,"New Customer",69881-contacts,"Mel Dopp",,,,,,Mayfield,NY,12117,US,"6,495",,
30485-accounts,"Town of Mendon, NY",,,,http://www.townofmendon.org/,,Municipality,"New Customer",69885-contacts,"Bud Smith",,,,,,Mendon,NY,14472,US,"9,152",,
30489-accounts,"Town of Mexico, NY",,,,http://mexicotown.net/,,Municipality,"New Customer",69889-contacts,"Chuck Fortier",,,,,,Mexico,NY,13114,US,"5,197",,
30493-accounts,"Town of Milo, NY",,,,http://www.townofmilo.com/,,Municipality,"New Customer","69893-contacts, 69897-contacts","Phil Strong",,,,,,Milo,NY,14527,US,"7,006",,
30497-accounts,"Town of Milton, NY",,,,http://www.townofmiltonny.org/,,Municipality,"New Customer",69901-contacts,"Dave Forbes",,,,,,Milton,NY,12020,US,"18,575",,
30501-accounts,"Town of Montgomery, NY",,,,http://www.townofmontgomery.com/,,Municipality,"New Customer",69905-contacts,"Charlie Woznick",,,,,,Montgomery,NY,12549,US,"22,606",,
30505-accounts,"Town of Moreau, NY",,,,http://www.townofmoreau.org/,,Municipality,"New Customer","69909-contacts, 69913-contacts","Paul Joseph",,,,,,Moreau,NY,12828,US,"14,728",,
30509-accounts,"Town of Mount Pleasant, NY",,,,http://www.mtpleasantny.com/Pages/index,,Municipality,"New Customer","69917-contacts, 69921-contacts","Peter Sciliano",,,,,,"Mount Pleasant",NY,10595,US,"43,724",,
30513-accounts,"Town of Murray, NY",,,,http://townofmurray.org/,,Municipality,"New Customer",69925-contacts,"Ed Morgan",,,,,,Murray,NY,14470,US,"4,988",,
30517-accounts,"Town of New Castle, NY",,,,http://www.mynewcastle.org/,,Municipality,"New Customer","69929-contacts, 69933-contacts","Charlie Bergstrom",,,,,,"New Castle",NY,10514,US,"17,569",,
30521-accounts,"Town of New Hartford, NY",,,,http://www.newhartfordtown.com/,,Municipality,"New Customer",69937-contacts,"Richard Sherman",,,,,,"New Hartford",NY,13413,US,"22,166",,
30525-accounts,"Town of New Scotland, NY",,,,http://www.townofnewscotland.com/townreporter/,,Municipality,"New Customer","69941-contacts, 69945-contacts","Wayne LaChappelle",,,,,,"New Scotland",NY,12159,US,"8,648",,
30529-accounts,"Town of Newfane, NY",,,,http://townofnewfane.com/,,Municipality,"New Customer",69949-contacts,"Jon Miller",,,,,,Newfane,NY,14108,US,"9,666",,
30533-accounts,"Town of Newfield, NY",,,,http://newfieldny.org/,,Municipality,"New Customer","69953-contacts, 69957-contacts, 75237-contacts","Kevin Berggren",,,,,,Newfield,NY,14867,US,"5,179",,
30537-accounts,"Town of Newstead, NY",,,,http://www2.erie.gov/newstead/,,Municipality,"New Customer",69961-contacts,"Mike Bassanello",,,,,,Newstead,NY,14001,US,"8,594",,
30541-accounts,"Town of Niagara, NY",,,,http://www.townofniagara.com/,,Municipality,"New Customer","69965-contacts, 69969-contacts","Bob Herman",,,,,,Niagara,NY,14305,US,"8,378",,
30545-accounts,"Town of North Castle, NY",,,,http://www.northcastleny.com/,,Municipality,"New Customer","69973-contacts, 69977-contacts","Jamie Norris",,,,,,"North Castle",NY,10504,US,"11,841",,
30549-accounts,"Town of North Dansville, NY",,,,http://www.northdansville.org/,,Municipality,"New Customer",69981-contacts,"Jim MacWhorter",,,,,,"North Dansville",NY,14437,US,"5,538",,
30553-accounts,"Town of North Elba, NY",,,,http://www.northelba.org/,,Municipality,"New Customer",69985-contacts,"Larry Straight",,,,,,"North Elba",NY,12946,US,"8,957",,
30557-accounts,"Town of North Greenbush, NY",,,,http://www.townofng.com/,,Municipality,"New Customer","69989-contacts, 69993-contacts","Mark Premo",,,,,,"North Greenbush",NY,12198,US,"12,075",,
30561-accounts,"Town of North Hempstead, NY",,,,http://www.northhempstead.com/,,Municipality,"New Customer",69997-contacts,"Tom Tiernan",,,,,,"North Hempstead",NY,11030,US,"226,322",,
30565-accounts,"Town of North Salem, NY",,,,http://www.northsalemny.org/,,Municipality,"New Customer",70001-contacts,"Ward Hanaburgh",,,,,,"North Salem",NY,10560,US,"5,104",,
30569-accounts,"Town of Northumberland, NY",,,,http://www.townofnorthumberland.org/,,Municipality,"New Customer",70005-contacts,"Harold Vance",,,,,,Northumberland,NY,12831,US,"5,087",,
30573-accounts,"Town of Ogden, NY",,,,http://www.ogdenny.com/,,Municipality,"New Customer",70009-contacts,"Dave Widger",,,,,,Ogden,NY,14559,US,"19,856",,
30577-accounts,"Town of Onondaga, NY",,,,http://www.townofonondagany.com/,,Municipality,"New Customer",70013-contacts,"John Wheatley",,,,,,Onondaga,NY,13215,US,"23,101",,
30581-accounts,"Town of Ontario, NY",,,,http://www.ontariotown.org/,,Municipality,"New Customer","70017-contacts, 70021-contacts","Jerry Santangelo",,,,,,Ontario,NY,14519,US,"10,136",,
30585-accounts,"Town of Orangetown, NY",,,,http://www.orangetown.com/,,Municipality,"New Customer",89897-contacts,"Jim Dean",,,,,,Orangetown,NY,10962,US,"49,212",,
30589-accounts,"Town of Orchard Park NY",,,,http://orchardparkny.org/content,,Municipality,"New Customer",70025-contacts,"Fred Piasecki",,,,,,"Orchard Park",NY,14127,US,"29,054",,
